股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%
601318,中国平安,2016-03-31,172,减持,423283169,13464637605.89,-104303682,-19.7699548050336
600519,贵州茅台,2016-03-31,172,减持,31304118,7752151781.52,-2026314,-6.07947115716952
601166,兴业银行,2016-03-31,169,减持,681973331,10591045830.43,-328242258,-32.492297839605
002792,通宇通讯,2016-03-31,161,新进,4021962,176805449.52,4021962,2.21546587
000858,五粮液,2016-03-31,158,增持,204527338,5749263471.18,7539067,3.82716542549886
002791,坚朗五金,2016-03-31,157,新进,4459114,167618095.26,4459114,1.85384312
600030,中信证券,2016-03-31,147,减持,505920629,9005387196.2,-31691767,-5.8949100198947
000002,万科A,2016-03-31,146,减持,253643222,5200374474.46,-61280342,-19.4587985800897
600036,招商银行,2016-03-31,142,减持,488746368,7863929061.12,-95591896,-16.3589998959918
600016,民生银行,2016-03-31,142,减持,1072782113,9773045049.43,-387438076,-26.5328529846809
300017,网宿科技,2016-03-31,135,减持,92723666,5406303322.2,-11795887,-11.2858184535098
600000,浦发银行,2016-03-31,126,减持,418800095,7509085703.35,-90637321,-17.7916497990403
601328,交通银行,2016-03-31,116,减持,1056061379,5882261881.03,-67538906,-6.01093706557755
000651,格力电器,2016-03-31,113,减持,206911514,4158214694.7,-119128645,-36.5380281267744
000001,平安银行,2016-03-31,104,减持,276802808,2945181877.12,-195083020,-41.3411483084421
603861,白云电器,2016-03-31,101,新进,366901,8750588.84999999,366901,0.08968455
600271,航天信息,2016-03-31,98,减持,88319427,5095471678.58,-36470877,-29.2257297490036
601288,农业银行,2016-03-31,96,减持,2056404560,6580494592,-222069372,-9.7464082814883
300059,东方财富,2016-03-31,90,减持,86398974,3827474548.2,-30453914,-26.0617555297392
300474,景嘉微,2016-03-31,90,新进,199669,3921499.15999999,199669,0.14956479
002299,圣农发展,2016-03-31,89,减持,121999577,3280568625.53,-24852566,-16.9235296756956
600276,恒瑞医药,2016-03-31,88,减持,78797537,3721607672.51,-40972133,-34.209105694288
000333,美的集团,2016-03-31,86,减持,91534581,2823841823.85,-71881717,-43.9868714930747
002466,天齐锂业,2016-03-31,83,减持,14841788,2490452026.4,-18443751,-55.4107025276052
601398,工商银行,2016-03-31,82,减持,490124198,2102632809.42,-696901358,-58.7098866134269
300506,名家汇,2016-03-31,81,新进,133434,2658005.28,133434,0.11119478
600900,长江电力,2016-03-31,79,减持,202898041,2491587943.48,-41070046,-16.8341878255577
600028,中国石化,2016-03-31,79,减持,391682569,1864409028.44,-169201511,-30.166930571465
300144,宋城演艺,2016-03-31,78,减持,148476190,4344413319.4,-38640868,-20.6506389171638
600837,海通证券,2016-03-31,77,减持,354094957,5060016935.53,-127050993,-26.4059155023543
300104,乐视退,2016-03-31,74,减持,59536282,2845719458.72,-33776885,-36.1973407247018
300113,顺网科技,2016-03-31,74,减持,40542882,3596153633.4,-25363373,-38.4840149087518
600547,山东黄金,2016-03-31,73,增持,118042522,3103337903.38,7317561,6.6087727048285
002236,大华股份,2016-03-31,72,减持,79542394,2866707879.76,-30486826,-27.7079361282394
002594,比亚迪,2016-03-31,68,减持,41295162,2428568477.22,-3095586,-6.97349366584226
002450,*ST康得,2016-03-31,66,减持,104187071,3437131472.29,-59017080,-36.1615067008927
600887,伊利股份,2016-03-31,62,减持,357260765,5205289346.05,-156303776,-30.435079434349
002415,海康威视,2016-03-31,62,减持,87358561,2692390850.02,-33495437,-27.7156217868771
601688,华泰证券,2016-03-31,60,减持,149454197,2557161310.67,-167107306,-52.7882589690636
600079,人福医药,2016-03-31,60,减持,102610557,1908556360.2,-68708267,-40.1054976889171
000625,长安汽车,2016-03-31,59,减持,160922065,2543180714.3,-90196028,-35.9177735552492
000776,广发证券,2016-03-31,59,减持,119252626,1993903906.72,-64862775,-35.2294129919094
601988,中国银行,2016-03-31,58,减持,310884058,1057005797.2,-712953790,-69.6354204323183
002714,牧原股份,2016-03-31,58,增持,46683224,2831532475.6,6693955,16.7393782567018
601169,北京银行,2016-03-31,57,减持,171189890,1725594091.2,-517904473,-75.157264492091
000895,双汇发展,2016-03-31,56,减持,43732978,923203165.58,-30316555,-40.9409131587636
600584,长电科技,2016-03-31,56,减持,62137705,1198991635.72,-65681128,-51.3861114660623
600158,中体产业,2016-03-31,55,增持,69768968,1427473085.28,12587663,22.0135986753013
000568,泸州老窖,2016-03-31,55,减持,66375550,1636157307.5,-23545776,-26.1848629767759
600048,保利地产,2016-03-31,55,减持,191293854,1775206965.12,-366230633,-65.6887081266441
603798,康普顿,2016-03-31,54,新进,82086,1176292.38,82086,0.082086
001979,招商蛇口,2016-03-31,53,减持,103448687,1556902739.35,-44765767,-30.2033747666742
600867,通化东宝,2016-03-31,52,减持,157484289,3804820422.24,-30588166,-16.2640329228435
002508,老板电器,2016-03-31,51,减持,47523085,2185586679.15,-463023,-0.964910511183778
002292,奥飞娱乐,2016-03-31,50,减持,74652724,3039112394.04,-85786856,-53.4698831796992
002230,科大讯飞,2016-03-31,49,减持,53975704,1601969902.28,-61567952,-53.2854456327745
000423,东阿阿胶,2016-03-31,49,减持,24977284,1212647138.2,-29875907,-54.4652124249253
603028,赛福天,2016-03-31,49,新进,144301,884565.13,144301,0.06535367
002458,益生股份,2016-03-31,49,减持,49228420,2310782034.8,-11740741,-19.2568518369475
002024,苏宁易购,2016-03-31,48,减持,79748657,913122122.65,-18268352,-18.6379406863966
601012,隆基股份,2016-03-31,48,增持,98997711,1252321044.15,8006826,8.79959129972194
300367,ST网力,2016-03-31,46,增持,130397351,3981031126.03,46148248,54.7759517392132
300070,碧水源,2016-03-31,45,减持,66911875,2608894006.25,-31629725,-32.0978398970587
000963,华东医药,2016-03-31,45,减持,45490414,3182054459.3,-16150709,-26.2011920191655
300136,信维通信,2016-03-31,44,减持,104504295,3081831659.55,-15759216,-13.1039048078349
002572,索菲亚,2016-03-31,43,减持,59108323,2552297387.14,-16773511,-22.10477806849
600489,中金黄金,2016-03-31,43,增持,122139167,1309331870.24,47560353,63.771935284463
600201,生物股份,2016-03-31,43,减持,19449742,601775017.48,-27954923,-58.9708270272556
601668,中国建筑,2016-03-31,42,减持,373350273,2128096556.1,-401663278,-51.8266135452385
600136,当代文体,2016-03-31,42,减持,32693623,1973387084.28,-2958721,-8.29881199396034
000538,云南白药,2016-03-31,41,减持,17974678,1101847761.4,-27568296,-60.5324895998228
600703,三安光电,2016-03-31,41,减持,52346288,1029128022.08,-142736937,-73.1672018442385
601601,中国太保,2016-03-31,41,减持,38747045,1016334990.35,-147945623,-79.2455454115638
600804,鹏博士,2016-03-31,41,减持,130197315,2764088997.45,-37484038,-22.3543270192959
002018,华信退,2016-03-31,41,减持,114195688,4549273673.24,-3977059,-3.36546208915665
002001,新和成,2016-03-31,41,增持,64367147,1364583516.4,34263439,113.818002087982
600104,上汽集团,2016-03-31,40,减持,71208367,1428439842.02,-138566387,-66.0548442354507
002304,洋河股份,2016-03-31,40,减持,14816749,989758833.2,-25617069,-63.3555530175261
000488,晨鸣纸业,2016-03-31,40,减持,77842486,659325856.42,-76543339,-49.5792531471073
002234,民和股份,2016-03-31,40,减持,73251330,2124288570,-23306759,-24.1375520594655
002475,立讯精密,2016-03-31,39,减持,109024034,3188952994.5,-17375709,-13.7466331715564
