股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%,过去一季收益率,相对沪深300指数的收益率1,未来一个月,相对沪深300指数的收益率2,两到三月,相对沪深300指数的收益率3
601318,中国平安,2014-12-31,610,增持,738978017,55209047650.07,404204116,120.73943482231,0.8005479452054794,0.3645923685191856,-0.10929281122150784,-0.07236160645662522,0.18004115226337436,-0.025604957034016496
600048,保利地产,2014-12-31,429,增持,1741206162,18839850672.84,1464484797,529.227223564758,0.8819742489270385,0.4460186722407446,-0.10063559322033891,-0.06370438845545628,0.14796547472256488,-0.05768063457482597
601166,兴业银行,2014-12-31,394,增持,1459111016,24075331764.0,702408211,92.8248456803328,0.6078431372549018,0.17188756056860793,-0.14050822122571008,-0.10357701646082745,0.30240856378233705,0.09676245448494619
2,万科A,2014-12-31,379,增持,1451639173,20177784504.7,362307008,33.2595529298449,0.45740498034076005,0.02144940365446618,-0.08854166666666663,-0.051610461901784005,0.08007812500000003,-0.12556798429739083
600000,浦发银行,2014-12-31,374,增持,1380615197,21661852440.93,740782067,115.777385112897,0.6024518388791594,0.16649626219286556,-0.0885529157667387,-0.05162171100185607,0.12317073170731728,-0.08247537759007358
24,招商地产,2014-12-31,349,增持,461699905,12184260492.95,376137513,439.60612157734,1.061611374407583,0.6256557977212891,-0.10235666549419628,-0.06542546072931366,0.31742822482814387,0.11178211553075301
600016,民生银行,2014-12-31,335,增持,2181767486,23737630247.68,1087120027,99.3123418925325,0.737470167064439,0.30151459037814515,-0.12242090784044013,-0.0854897030755575,0.09380234505862656,-0.1118437642387643
600030,中信证券,2014-12-31,301,增持,949492389,32187791987.1,556800873,141.790909737912,1.5332211942809082,1.0972656175946143,-0.17828685258964147,-0.14135564782475885,0.21550646102542734,0.009860351728036482
601628,中国人寿,2014-12-31,299,增持,288989968,9869007407.2,274845648,1943.15207800728,1.1963661774982528,0.7604106008119589,0.04598425196850396,0.08291545673338659,0.09611057537769213,-0.10953553391969872
600036,招商银行,2014-12-31,284,增持,1254964343,20819858450.37,373388457,42.3546586209596,0.5943728018757328,0.15841722518943896,-0.1341193809874724,-0.09718817622258977,0.11343804537521805,-0.0922080639221728
600837,海通证券,2014-12-31,278,增持,789672841,18999528554.46,376336489,91.0484856168663,1.3225458468176916,0.8865902701313977,-0.1787528868360276,-0.14182168207114498,0.22015142690739645,0.014505317610005591
625,长安汽车,2014-12-31,277,增持,709104017,11650578999.31,128880953,22.2123112637935,0.19352088661551572,-0.24243469007077814,0.16881258941344773,0.20574379417833036,0.042822677925211154,-0.1628234313721797
601688,华泰证券,2014-12-31,276,增持,486381312,11901750704.64,449636627,1223.67800132182,1.6752450980392155,1.2392895213529216,-0.15270270270270273,-0.1157714979378201,0.47907488986784136,0.2734287805704505
601601,中国太保,2014-12-31,276,增持,476332321,15385533968.3,373552300,363.448359287648,0.6595873786407768,0.2236318019544829,0.012526843235504575,0.0494580480003872,0.06414534668149798,-0.1415007626158929
601328,交通银行,2014-12-31,272,增持,1306758860,8885960248.0,614874915,88.8696607926059,0.5789473684210525,0.14299179173475868,-0.08771929824561407,-0.05078809348073145,0.052631578947368474,-0.15301453035002238
651,格力电器,2014-12-31,270,增持,373063135,13848103571.2,90962404,32.2446537722726,0.33830382106244167,-0.0976517556238522,0.06548431105047743,0.10241551581536006,0.10078023407022099,-0.10486587522716986
1,平安银行,2014-12-31,267,增持,733944303,11625677759.52,420205801,133.935044096054,0.5567484662576688,0.12079288957137496,-0.12890625000000003,-0.0919750452351174,0.15843857634902397,-0.04720753294836688
2736,国信证券,2014-12-31,265,新进,183366879,1863007490.64,183366879,2.23610236,,,0.8861386138613863,0.9230698186262689,0.103581267217631,-0.10206484207975985
601336,新华保险,2014-12-31,256,增持,132290858,6556334922.48,119644515,946.079945799351,1.0170454545454546,0.5810898778591607,0.04542546385156755,0.08235666861645018,0.00713994288045684,-0.19850616641693403
601668,中国建筑,2014-12-31,254,增持,1319710603,9607493189.84,600852561,83.5843137162817,1.1159420289855073,0.6799864522992134,-0.20270270270270277,-0.16577149793782014,0.3508771929824562,0.14523108368506532
601988,中国银行,2014-12-31,254,增持,1927403553,7998724744.95,1790746608,1310.39560997065,0.5472636815920399,0.111308104905746,0.051118210862619855,0.08804941562750249,0.034700315457413214,-0.17094579383997766
69,华侨城A,2014-12-31,252,增持,934662063,7710962019.75,761177258,438.757306727814,0.4861407249466949,0.05018514826040105,-0.07883817427385896,-0.041906969508976336,0.22372372372372376,0.018077614426332905
600887,伊利股份,2014-12-31,244,减持,429965217,12309904162.71,-156537767,-26.6900205575084,0.10152740341419578,-0.33442817327209806,-0.05420711974110032,-0.017275914976217693,0.14273356401384085,-0.06291254528355
601818,光大银行,2014-12-31,230,增持,1543338217,7531490498.96,1480621699,2360.81617126767,0.7627906976744186,0.3268351209881248,-0.1518324607329842,-0.11490125596810158,0.15772870662460567,-0.047917402672785187
600015,华夏银行,2014-12-31,225,增持,488050428,6569158760.88,472544473,3047.50318829121,0.5808383233532934,0.14488274666699957,-0.10401002506265665,-0.06707882029777402,0.09208633093525175,-0.11355977836213911
600309,万华化学,2014-12-31,214,增持,261998424,5706325674.72,112292918,75.0092104160818,0.2518218623481782,-0.18413371433811565,-0.0025873221216041993,0.03434388264327842,0.12557527942143326,-0.0800708298759576
600109,国金证券,2014-12-31,209,增持,299246388,5922086018.52,223342495,294.243794583764,0.6871165644171779,0.2511609877308841,-0.17172236503856042,-0.1347911602736778,0.587220447284345,0.3815743379869541
