股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%,过去一季收益率,相对沪深300指数的收益率1,未来一个月,相对沪深300指数的收益率2,两到三月,相对沪深300指数的收益率3
601318,中国平安,2015-03-31,335,减持,544151103,42574382298.72,-194826914,-26.3643720811792,0.8005479452054794,0.3645923685191856,-0.10929281122150784,-0.07236160645662522,0.18004115226337436,-0.025604957034016496
601166,兴业银行,2015-03-31,267,减持,1418569635,26044938498.6,-40541381,-2.77849872665206,0.6078431372549018,0.17188756056860793,-0.14050822122571008,-0.10357701646082745,0.30240856378233705,0.09676245448494619
2,万科A,2015-03-31,141,减持,687016415,9494566855.3,-764622758,-52.6730589957702,0.45740498034076005,0.02144940365446618,-0.08854166666666663,-0.051610461901784005,0.08007812500000003,-0.12556798429739083
600000,浦发银行,2015-03-31,133,减持,684109987,10802096694.73,-696505210,-50.4489021643009,0.6024518388791594,0.16649626219286556,-0.0885529157667387,-0.05162171100185607,0.12317073170731728,-0.08247537759007358
600030,中信证券,2015-03-31,119,减持,768849940,25233655030.8,-180642449,-19.0251602954134,1.5332211942809082,1.0972656175946143,-0.17828685258964147,-0.14135564782475885,0.21550646102542734,0.009860351728036482
625,长安汽车,2015-03-31,119,减持,450920859,10036688220.99,-258183158,-36.4097723056616,0.19352088661551572,-0.24243469007077814,0.16881258941344773,0.20574379417833036,0.042822677925211154,-0.1628234313721797
600036,招商银行,2015-03-31,106,减持,841923814,13108753783.98,-413040529,-32.9125310455135,0.5943728018757328,0.15841722518943896,-0.1341193809874724,-0.09718817622258977,0.11343804537521805,-0.0922080639221728
600837,海通证券,2015-03-31,105,减持,717242271,16790641564.11,-72430570,-9.17222503287282,1.3225458468176916,0.8865902701313977,-0.1787528868360276,-0.14182168207114498,0.22015142690739645,0.014505317610005591
2081,金螳螂,2015-03-31,100,减持,243426302,8561303041.34,-54212690,-18.2142432467316,-0.1429765886287626,-0.5789321653150565,0.3375120540019287,0.3744432587668113,0.5825958702064897,0.3769497609090989
24,招商地产,2015-03-31,100,减持,166415469,5481725548.86,-295284436,-63.9559230578572,1.061611374407583,0.6256557977212891,-0.10235666549419628,-0.06542546072931366,0.31742822482814387,0.11178211553075301
601601,中国太保,2015-03-31,96,减持,253311371,8587255476.9,-223020950,-46.8204528997309,0.6595873786407768,0.2236318019544829,0.012526843235504575,0.0494580480003872,0.06414534668149798,-0.1415007626158929
600570,恒生电子,2015-03-31,96,减持,102319063,11140499579.44,-36034175,-26.0450536040219,0.2975849365534179,-0.13837064013287598,0.09176915799432345,0.12870036275920607,0.842443729903537,0.6367976206061461
600016,民生银行,2015-03-31,92,减持,1072399426,10402274432.2,-1109368060,-50.8472175480939,0.737470167064439,0.30151459037814515,-0.12242090784044013,-0.0854897030755575,0.09380234505862656,-0.1118437642387643
601988,中国银行,2015-03-31,91,减持,831117169,3640293200.22,-1096286384,-56.8789230617341,0.5472636815920399,0.111308104905746,0.051118210862619855,0.08804941562750249,0.034700315457413214,-0.17094579383997766
651,格力电器,2015-03-31,90,减持,179796507,7871491076.46,-193266628,-51.8053406697502,0.33830382106244167,-0.0976517556238522,0.06548431105047743,0.10241551581536006,0.10078023407022099,-0.10486587522716986
600048,保利地产,2015-03-31,89,减持,556019603,6388665238.47,-1185186559,-68.0669862573114,0.8819742489270385,0.4460186722407446,-0.10063559322033891,-0.06370438845545628,0.14796547472256488,-0.05768063457482597
300253,卫宁健康,2015-03-31,85,减持,58082542,9473262600.2,-11494072,-16.5200220867316,0.5904572564612325,0.15450167977493862,0.3333333333333333,0.3702645380982159,0.7839388145315487,0.5782927052341578
300059,东方财富,2015-03-31,84,增持,244105493,9472040693.62,50653435,26.1839731888508,0.781144781144781,0.34518920445848716,0.3754716981132076,0.4124029028780902,0.08321775312066569,-0.12242835617672516
1,平安银行,2015-03-31,82,减持,324919837,5117487432.75,-409024466,-55.7296329337405,0.5567484662576688,0.12079288957137496,-0.12890625000000003,-0.0919750452351174,0.15843857634902397,-0.04720753294836688
600887,伊利股份,2015-03-31,79,减持,244894588,7554998039.8,-185070629,-43.0431629542722,0.10152740341419578,-0.33442817327209806,-0.05420711974110032,-0.017275914976217693,0.14273356401384085,-0.06291254528355
601668,中国建筑,2015-03-31,75,减持,494405376,3792089233.92,-825305227,-62.5368338425027,1.1159420289855073,0.6799864522992134,-0.20270270270270277,-0.16577149793782014,0.3508771929824562,0.14523108368506532
601688,华泰证券,2015-03-31,70,减持,234547224,7062216914.64,-251834088,-51.7770896592343,1.6752450980392155,1.2392895213529216,-0.15270270270270273,-0.1157714979378201,0.47907488986784136,0.2734287805704505
2405,四维图新,2015-03-31,69,增持,110710989,4517008351.2,52036305,88.6861273935451,-0.21869328493647916,-0.654648861622773,0.18720930232558156,0.22414050709046418,0.7890547263681591,0.5834086170707682
776,广发证券,2015-03-31,67,减持,239273834,6675739968.6,-119294137,-33.2696020415053,1.3581151832460732,0.9221596065597792,-0.1629238221047996,-0.12599261733991698,0.3150461705594786,0.10940006126208773
600271,航天信息,2015-03-31,66,减持,105589414,5319307712.19,-32980708,-23.8007353417788,0.19659574468085111,-0.23935983200544275,0.1857241857241857,0.22265539048906832,0.36233611442193076,0.1566900051245399
600219,南山铝业,2015-03-31,65,增持,115133014,1245739211.48,78431566,213.701557497132,0.32286995515695077,-0.1130856215293431,-0.023648648648648594,0.01328255611623403,0.2685512367491165,0.06290512745172566
300168,万达信息,2015-03-31,64,减持,105853126,8454843907.19,-24990939,-19.0997879804483,0.663035584604212,0.2270800079179181,0.1471615720524018,0.18409277681728442,0.26881303335919315,0.0631669240618023
600446,金证股份,2015-03-31,61,减持,61414920,7480337256.0,-5487712,-8.20253529039037,0.13706705969049368,-0.2988885169958002,0.4435064935064935,0.48043769827137617,0.8234758871701545,0.6178297778727637
333,美的集团,2015-03-31,59,减持,129974769,4282668638.55,-178182249,-57.8219020149007,0.3761140819964348,-0.059841494689859054,0.07711918419375392,0.11405038895863655,0.11686746987951792,-0.08877863941787294
2236,大华股份,2015-03-31,58,增持,64035548,2340499279.4,12569628,24.4232066579204,-0.206735266604303,-0.6426908432905969,0.1600467289719625,0.19697793373684513,0.433502538071066,0.22785642877367512
712,锦龙股份,2015-03-31,54,减持,85212096,3372694759.68,-70613443,-45.3157059190407,0.5265282583621683,0.09057268167587446,0.16108392924350776,0.19801513400839038,0.31872646353988365,0.1130803542424928
300104,乐视退,2015-03-31,52,增持,52662434,4935523314.48,5719644,12.1842864473969,-0.13309776207302706,-0.569053338759321,0.43529411764705883,0.4722253224119415,0.9318801089918256,0.7262339996944347
2230,科大讯飞,2015-03-31,51,减持,29609307,1539683964.0,-34272211,-53.6496502791308,-0.1564083997103548,-0.5923639763966486,0.19880034275921168,0.2357315475240943,0.6502177068214804,0.44457159752408953
600340,华夏幸福,2015-03-31,51,减持,107557115,5956513028.7,-84699645,-44.0554834066693,0.6770334928229665,0.24107791613667268,0.08291636883488207,0.1198475735997647,0.1857523302263648,-0.019893779071026046
100,TCL科技,2015-03-31,50,减持,332875536,1963965662.4,-395186643,-54.2792435040085,0.402542372881356,-0.03341320380493784,0.0149700598802396,0.05190126464512222,0.5481927710843373,0.3425466617869464
601398,工商银行,2015-03-31,48,减持,351477779,1708182005.94,-555941491,-61.266220520091,0.38202247191011235,-0.05393310477618152,-0.07774798927613942,-0.040816784511256796,0.08554572271386432,-0.12010038658352654
601328,交通银行,2015-03-31,47,减持,361211642,2308142392.38,-945547218,-72.3582021858264,0.5789473684210525,0.14299179173475868,-0.08771929824561407,-0.05078809348073145,0.052631578947368474,-0.15301453035002238
