股票代码,股票简称,时间,持有基金家数,持股变化,持股总数,持股市值,持股变动数值,持股变动比例%,过去一季收益率,相对沪深300指数的收益率1,未来一个月,相对沪深300指数的收益率2,两到三月,相对沪深300指数的收益率3
601375,中原证券,2016-12-31,1380,新进,34014915,136059660.0,34014915,0.02640513,,,0.6271551724137931,0.6048223068002503,0.5006657789613848,0.4814616078342897
603929,亚翔集成,2016-12-31,1289,新进,2831914,20134908.5400004,2831914,1.3272934099999698,,,2.4719251336898393,2.4495922680762967,0.1435778036476523,0.12437363252055728
300586,美联新材,2016-12-31,1268,新进,1273403,11842647.9000002,1273403,0.031437599999999996,,,,,0.08636977058029698,0.06716559945320194
603035,常熟汽饰,2016-12-31,1226,新进,2703037,28219706.279999394,2703037,0.02977277,,,,,0.11853959222380275,0.09933542109670773
603877,太平鸟,2016-12-31,1202,新进,3632387,77369843.1,3632387,0.02250094,,,,,0.09168956043956038,0.07248538931246534
603218,日月股份,2016-12-31,1198,新进,1957677,81537247.04999821,1957677,0.48819868999999394,,,-0.16846026490066227,-0.19079313051420507,0.24775672981056843,0.2285525586834734
2838,道恩股份,2016-12-31,1195,新进,814676,12448249.2799999,814676,0.01135589,,,,,0.3417849898580123,0.32258081873091726
300591,万里马,2016-12-31,1190,新进,2803714,8607401.97999999,2803714,0.03684061,,,,,0.9184549356223176,0.8992507644952226
300582,英飞特,2016-12-31,1179,新进,1602805,41464565.349998794,1602805,1.21425148,,,0.18930481283422457,0.16697194722068176,0.0826558265582655,0.06345165543117048
2835,同为股份,2016-12-31,1160,新进,1308827,28152868.770000603,1308827,1.21187384999997,,,0.5423438836612491,0.5200110180477062,0.07397107897664061,0.05476690784954558
603298,杭叉集团,2016-12-31,1150,新进,4126298,100186515.44,4126298,0.6667691500000079,,,-0.1795895096921322,-0.201922375305675,0.23247744621790434,0.21327327509080932
603886,元祖股份,2016-12-31,1148,新进,2326167,41173155.899999894,2326167,0.9692373299999849,,,0.28053769725306843,0.2582048316395256,0.17982656321314475,0.16062239208604973
2840,华统股份,2016-12-31,1141,新进,2070704,13563111.1999998,2070704,0.03790444,,,,,0.27118644067796616,0.2519822695508711
603416,信捷电气,2016-12-31,1116,新进,1205457,60369286.559998594,1205457,1.2006508999999699,,,-0.0344292001035466,-0.056762065717089416,0.06094929881337662,0.041745127686281594
603239,浙江仙通,2016-12-31,1108,新进,953660,29992607.0000005,953660,1.05680756999998,,,0.9234496124031009,0.901116746789558,0.499746063991874,0.48054189286477894
2833,弘亚数控,2016-12-31,936,新进,2458430,43317536.5999994,2458430,1.84345485000001,,,1.3636363636363635,1.3413034980228207,0.21837404301859287,0.19916987189149785
300588,熙菱信息,2016-12-31,933,新进,1288073,6363080.62000011,1288073,0.01656,,,,,0.3295510606808091,0.31034688955371403
300587,天铁股份,2016-12-31,883,新进,1243879,17551132.6899998,1243879,0.01852786,,,,,0.08025682182985554,0.06105265070276051
600996,贵广网络,2016-12-31,859,新进,10044742,188740702.18,10044742,0.9634597699999949,,,-0.2027624309392266,-0.2250952965527694,0.08391123439667135,0.06470706326957631
300583,赛托生物,2016-12-31,859,新进,1358076,54716882.0400006,1358076,0.01826619,,,,,0.07210510235258194,0.05290093122548691
